City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
364,Luau,AO,62.58,light rain,-10.7073,22.2247,Kimbo Hotel
365,Xinmin,CN,42.4,overcast clouds,41.9908,122.8253,Agricultural Machinery Hotel
366,Pemangkat,ID,79.36,light rain,1.1667,108.9667,Hotel Duyung Permai 2
367,Plainview,US,40.46,scattered clouds,40.7765,-73.4673,Four Points by Sheraton Melville Long Island
368,Coari,BR,73.63,overcast clouds,-4.085,-63.1414,Dellrey Hotel Center
369,Veraval,IN,77.95,clear sky,20.9,70.3667,Lords Inn Somnath
370,Viransehir,TR,50.52,scattered clouds,37.2353,39.7631,Viranşehir Öğretmenevi
371,Kamenskiy,RU,42.6,overcast clouds,50.8855,45.488,
373,Heishan,CN,43.9,overcast clouds,41.6892,122.1128,Heishan Hotel
375,Shelton,US,39.52,clear sky,41.3165,-73.0932,Hilton Garden Inn Shelton
376,Chimoio,MZ,62.94,clear sky,-19.1164,33.4833,Residencial Dabhad
377,Zaysan,KZ,23.18,clear sky,47.4667,84.8667,Islamdy Perp Ketken Zher Sosyn Turatn
378,Sulangan,PH,80.83,moderate rain,11.1373,123.7228,Maia's Beach Resort
379,Homa Bay,KE,65.14,overcast clouds,-0.5273,34.4571,ACK Guest House - Homa Bay
380,Neuquen,AR,76.89,scattered clouds,-38.9516,-68.0591,Hotel del Comahue
381,Ballarat,AU,68.58,clear sky,-37.5662,143.8496,Quest Ballarat
383,Sindhnur,IN,70.77,clear sky,15.7833,76.7667,BANGLI AUTOMOBILE
384,Hambantota,LK,79.48,overcast clouds,6.1241,81.1185,Bungalow 63
385,Narsaq,GL,17.82,light snow,60.9167,-46.05,Sleep In Narsaq
386,Moron,AR,74.97,overcast clouds,-34.6534,-58.6198,Hotel Morón
387,Bandar-E Lengeh,IR,77.05,overcast clouds,26.5579,54.8807,کافی نت پارس
388,Honningsvag,NO,35.35,overcast clouds,70.9821,25.9704,Nordkapp Vandrerhjem
390,Kokoda,PG,85.01,overcast clouds,-8.8785,147.7407,Daito Guest House
391,Springdale,US,39.31,few clouds,36.1867,-94.1288,Springdale Inn
392,Thessalon,CA,25.09,overcast clouds,46.2501,-83.5666,Carolyn Beach Inn & Restaurant
393,Komsomolskiy,UZ,38.12,overcast clouds,40.4272,71.7189,Ikathouse
394,Albert,FR,45.12,light rain,50.0009,2.651,Logis Hôtel de la Basilique
395,Cururupu,BR,75.06,clear sky,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
396,Sao Francisco Do Sul,BR,62.15,clear sky,-26.2433,-48.6381,Hotel Kontiki
397,Escarcega,MX,71.29,broken clouds,18.6089,-90.7454,Hotel Maria Isabel
398,Taoudenni,ML,70.23,clear sky,22.6783,-3.9836,
399,Bowen,AU,81.05,overcast clouds,-20.0167,148.2333,Castle Motor Lodge Motel
400,Sassandra,CI,75.94,clear sky,4.95,-6.0833,la terrasse
401,Maceio,BR,72.84,few clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
402,Mapiripan,CO,73.44,overcast clouds,2.8892,-72.1256,Monserrate
403,Kuala Terengganu,MY,84.97,moderate rain,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
404,Banda Aceh,ID,83.5,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
405,Sioux Lookout,CA,15.87,overcast clouds,50.1001,-91.917,Knobby's Fly-In Camps
406,Ahipara,NZ,66.85,clear sky,-35.1667,173.1667,Ahipara Holiday Park
407,Khanpur,PK,69.31,clear sky,28.6453,70.6567,Ahmad Bartan store
408,Nioro,GM,76.42,overcast clouds,13.35,-15.75,Nematoulie farm
409,Kutum,SD,58.14,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
410,Mumford,GH,78.06,broken clouds,5.2618,-0.759,Peace Guest House
411,Thinadhoo,MV,81.68,few clouds,0.5333,72.9333,
412,Tiznit,MA,59.29,broken clouds,29.5833,-9.5,
413,Rocha,UY,60.13,overcast clouds,-34.4833,-54.3333,Aparts Hotel Bahía Pindó
414,Abu Dhabi,AE,74.97,scattered clouds,24.4667,54.3667,Beach Rotana
415,Kangaatsiaq,GL,20.37,overcast clouds,68.3065,-53.4641,Nukissiorfiit
416,George,ZA,54.95,clear sky,-33.963,22.4617,Protea by Marriott Hotel George King George
417,Luganville,VU,85.55,few clouds,-15.5333,167.1667,The Espiritu Hotel
418,Herat,AF,56.64,overcast clouds,34.5,62.0,
419,Yaan,NG,73.58,broken clouds,7.3833,8.5667,
420,Pokhara,NP,63.82,clear sky,28.2333,83.9833,OYO 170 Hotel View Point
421,Maneadero,MX,57.09,overcast clouds,31.7167,-116.5667,Casa De Thompson
422,Clarence Town,AU,71.62,overcast clouds,-32.5833,151.7833,River Downs Cottage
423,Buldana,IN,66.65,clear sky,20.5333,76.1833,Saikrupa Lawns
424,Itarema,BR,78.94,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
425,Wahiawa,US,79.12,scattered clouds,21.5028,-158.0236,The Inn At Schofield
426,Beisfjord,NO,23.05,broken clouds,68.3751,17.5988,
427,Poum,NC,78.4,clear sky,-20.2333,164.0167,
428,Hervey Bay,AU,73.89,clear sky,-25.2986,152.8535,Shelly Bay Resort
429,Catalina,US,57.09,overcast clouds,32.5056,-110.9211,Miraval Arizona Resort & Spa
430,Aksha,RU,26.82,overcast clouds,50.2814,113.2867,Vizit
431,Kamaishi,JP,50.88,clear sky,39.2667,141.8833,Hotel Route Inn Kamaishi
432,Horsham,GB,49.24,clear sky,51.064,-0.3272,Springfields Hotel
433,Ahuatempan,MX,60.69,overcast clouds,18.4167,-98.0167,casa de huespedes BRAVO
434,Hay River,CA,17.85,clear sky,60.8156,-115.7999,Ptarmigan Inn
435,Lavrentiya,RU,33.76,overcast clouds,65.5833,-171.0,
436,Saint-Francois,FR,47.64,broken clouds,46.4154,3.9054,Maison Vin d'Hus
437,Wajima,JP,59.43,clear sky,37.4,136.9,Yashio
438,North Bend,US,48.92,broken clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
439,Stepantsevo,RU,24.06,light snow,56.1314,41.7032,
440,Marsh Harbour,BS,75.4,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
441,Myitkyina,MM,71.47,clear sky,25.3833,97.4,Shwe Phyu Hotel
442,Koutiala,ML,70.7,few clouds,12.3917,-5.4642,Hotel La Chaumiere
443,Conde,BR,76.46,broken clouds,-7.2597,-34.9075,Pousada Beija Flor
444,Ormara,PK,77.31,clear sky,25.2088,64.6357,Kenara Colony House for Rent
445,Central Point,US,46.53,few clouds,42.376,-122.9164,Courtyard by Marriott Medford Airport
446,Hofn,IS,45.59,overcast clouds,64.2539,-15.2082,Hótel Höfn
447,Bella Union,UY,71.82,clear sky,-30.2752,-57.6007,Saville Free Shop
448,Karratha,AU,81.23,broken clouds,-20.7377,116.8463,ibis Styles Karratha
449,Palmer,US,35.46,scattered clouds,42.1584,-72.3287,Wedgewood Motel
450,Cajabamba,PE,57.13,light rain,-7.6167,-78.05,Hostal Miguel Cajabamba
451,Jeremie,HT,78.62,broken clouds,18.65,-74.1167,Auberge’Inn
452,Bay City,US,30.52,broken clouds,43.5945,-83.8889,DoubleTree by Hilton Hotel Bay City - Riverfront
453,Constitucion,CL,56.08,overcast clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
454,Fairbanks,US,15.6,clear sky,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
455,Skibbereen,IE,47.1,few clouds,51.55,-9.2667,The West Cork Hotel
456,Biak,ID,80.96,overcast clouds,-0.9131,122.8766,Penginapan Kim
458,Vallenar,CL,70.09,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
459,El Campo,US,51.87,overcast clouds,29.1966,-96.2697,"Lonestar Inn, El Campo Texas"
460,Livingstone,ZM,71.82,clear sky,-17.8419,25.8543,Gloria's Bed and Breakfast
461,Kipushi,CD,59.65,few clouds,-11.7667,27.2333,Villa Madimba
462,Kasongo-Lunda,CD,69.12,light rain,-6.4667,16.8167,
464,Sinnamary,GF,78.55,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
465,Karad,IN,68.9,scattered clouds,17.2833,74.2,Hotel Sugam Lodging
466,Kandy,LK,72.05,overcast clouds,7.2955,80.6356,Thilanka Hotel - Kandy
467,Seoul,KR,60.37,clear sky,37.5683,126.9778,LOTTE HOTEL SEOUL
468,Maniitsoq,GL,24.4,overcast clouds,65.4167,-52.9,Hotel Heilmann Lyberth
469,Sola,VU,84.87,clear sky,-13.8833,167.55,Leumerus Bungalows
470,Bonthe,SL,77.56,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
471,Karasjok,NO,16.79,broken clouds,69.4719,25.5112,Karasjok camping AS
472,Kalvarija,LT,25.5,overcast clouds,54.4,23.2333,Guest House - Noclegi - Nakvyne in Kalvarija - Hotel
473,Sao Felix Do Xingu,BR,72.68,broken clouds,-6.6447,-51.995,Rio Xingu Camping
474,Pizarro,CO,75.58,moderate rain,4.9533,-77.366,Hotel Limonar
475,Kemijarvi,FI,14.99,few clouds,66.7131,27.4306,Hotelli Kemijärvi
476,Kloulklubed,PW,77.5,light rain,7.0419,134.2556,Storyboard Beach Resort
477,Port Macquarie,AU,69.89,scattered clouds,-31.4333,152.9167,Rydges Port Macquarie
478,Balkanabat,TM,55.92,broken clouds,39.5108,54.3671,Nebitchi Hotel
479,Ballitoville,ZA,70.25,light rain,-29.539,31.2144,Hampshire Hotel-Ballito
480,Lusaka,ZM,69.24,scattered clouds,-15.4067,28.2871,"InterContinental Lusaka, an IHG Hotel"
482,Fandriana,MG,61.79,overcast clouds,-20.2333,47.3833,Fandriana
483,Sorland,NO,44.46,scattered clouds,67.667,12.6934,Sjybrygga fiskecamp
484,Tallahassee,US,46.6,clear sky,30.4383,-84.2807,Four Points by Sheraton Tallahassee Downtown
485,Roebourne,AU,82.62,scattered clouds,-20.7833,117.1333,Latitude20 Roebourne Village
486,Robertsport,LR,77.76,broken clouds,6.7533,-11.3686,Kwepunha Retreat
487,Lazi,UA,37.6,overcast clouds,48.0667,24.2333,Olenka
488,Berlevag,NO,37.2,overcast clouds,70.8578,29.0864,Kvitbrakka
489,Cedar City,US,32.4,clear sky,37.6775,-113.0619,Hampton Inn Cedar City
492,Byron Bay,AU,75.7,few clouds,-28.65,153.6167,Backpackers Inn
493,Vardo,NO,39.18,overcast clouds,70.3705,31.1107,Wilhelmsen eiendom AS
494,Kyra,RU,26.98,overcast clouds,49.5776,111.9753,
495,Chifeng,CN,38.7,overcast clouds,42.2683,118.9636,Junyu Tiancheng Hotel
496,Ampanihy,MG,68.68,clear sky,-24.7,44.75,HOTEL SHARRON AMPANIHY OUEST
497,Gazanjyk,TM,56.88,overcast clouds,39.2446,55.5154,Railway motel
498,Nuuk,GL,22.87,overcast clouds,64.1835,-51.7216,Vandrehuset
499,Esmeraldas,BR,68.86,overcast clouds,-19.7625,-44.3139,Forasteiro Pousada
500,Mankera,PK,65.88,broken clouds,31.3866,71.4407,Haider Wood Supplier
502,Oda,JP,59.77,clear sky,35.1833,132.5,Sky Hotel Oda
503,Yar-Sale,RU,14.67,broken clouds,66.8333,70.8333,Yalemd
505,Gamba,GA,73.89,overcast clouds,-2.65,10.0,
508,Petrozavodsk,RU,26.06,few clouds,61.7849,34.3469,Fregat
509,Grand-Santi,GF,73.6,broken clouds,4.25,-54.3833,Hotel La Villa Couacou
510,Vung Tau,VN,82.99,broken clouds,10.346,107.0843,Seaside Resort
511,Chara,RU,14.16,broken clouds,56.9064,118.2631,
512,Comodoro Rivadavia,AR,69.66,clear sky,-45.8667,-67.5,Austral Hotel
513,Hongjiang,CN,57.24,overcast clouds,27.11,109.9956,洪江大酒店
514,Isla Vista,US,61.45,clear sky,34.4133,-119.861,Best Western Plus South Coast Inn
515,Kanniyakumari,IN,78.84,overcast clouds,8.0833,77.5667,Sparsa Kanyakumari
516,Canto Do Buriti,BR,80.83,overcast clouds,-8.11,-42.9444,Novo Hotel
517,Atasu,KZ,12.7,overcast clouds,48.6814,71.6433,Diana
518,Bull Savanna,JM,75.29,overcast clouds,17.8868,-77.5902,Big Red's
519,Aquiraz,BR,80.69,scattered clouds,-3.9014,-38.3911,Pousada Rua Camurupim
520,Lafiagi,NG,74.53,few clouds,8.8667,5.4167,Bus group international
521,Shingu,JP,62.42,clear sky,33.7333,135.9833,Shingu UI Hotel
523,Dalbeattie,GB,46.83,overcast clouds,54.9328,-3.8227,Craignair Cottage Bed and Breakfast
524,Marsala,IT,66.94,scattered clouds,37.7966,12.4352,Villa Favorita Hotel e Resort
525,Puerto Leguizamo,CO,71.51,broken clouds,-0.1934,-74.7819,la casona de juancho
526,Muli,MV,81.7,overcast clouds,2.9167,73.5667,Medhufushi Island Resort
527,Placerville,US,52.16,clear sky,38.7296,-120.7986,Historic Cary House Hotel
528,Half Moon Bay,US,57.61,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
529,Green River,US,17.98,overcast clouds,41.5286,-109.4662,Hampton Inn & Suites Green River
530,Mbeya,TZ,58.53,overcast clouds,-8.9,33.45,Leda Lodge
531,Whitehorse,CA,14.77,light snow,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
532,Baijiantan,CN,32.52,overcast clouds,45.6333,85.1833,
533,Yulara,AU,86.41,broken clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
534,Barcelona,ES,63.32,clear sky,41.3888,2.159,Axel Hotel Barcelona
535,Esperance,AU,63.95,broken clouds,-33.8667,121.9,Hospitality Esperance
536,Parrita,CR,77.11,scattered clouds,9.5201,-84.3225,Beso del Viento
537,College,US,15.58,few clouds,64.8569,-147.8028,Pike's Waterfront Lodge
538,Inongo,CD,69.13,moderate rain,-1.95,18.2667,Hotel Du Lac
539,Parana,AR,81.55,clear sky,-31.732,-60.5238,Howard Johnson by Wyndham Plaza Hotel Mayorazgo
540,Sept-Iles,CA,24.8,broken clouds,50.2001,-66.3821,Comfort Inn
541,Kinna,SE,37.74,overcast clouds,57.5073,12.6946,Hanatorps Camping
542,Deder,ET,55.4,scattered clouds,9.3167,41.45,Ayube Hotel
543,Votkinsk,RU,15.1,broken clouds,57.0486,53.9872,Tsentralniy Hotel
544,Ibra,OM,68.79,clear sky,22.6906,58.5334,مزرعة راحة النفوس المنزفة
545,Funadhoo,MV,81.81,few clouds,6.15,73.2667,Dhaffalhu Tourist Lodge
546,Necochea,AR,56.64,light rain,-38.5473,-58.7368,Hotel Tres Arroyos
548,Gat,IL,59.4,clear sky,31.61,34.7642,OlusHome
549,Indramayu,ID,83.37,overcast clouds,-6.3264,108.32,Grand Trisula Hotel
550,Emerald,AU,85.33,clear sky,-23.5333,148.1667,Emerald Inn
551,Ploemeur,FR,52.83,few clouds,47.7333,-3.4333,Best Western Plus Hotel Les Rives Du Ter
552,Pagudpud,PH,87.76,overcast clouds,18.5616,120.7868,Saud Beach Resort and Hotel - 2
553,Saint-Pierre,RE,74.91,clear sky,-21.3393,55.4781,Alize Plage
554,Kahului,US,82.42,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
555,Kyrksaeterora,NO,35.24,broken clouds,63.2906,9.0891,Hotel Cozy Hemne
556,Zheleznodorozhnyy,RU,21.72,overcast clouds,55.7503,38.0042,Hotel Dali
557,Benguela,AO,74.05,light rain,-12.5763,13.4055,Hotel Praia Morena
559,Manggar,ID,81.1,moderate rain,-2.8833,108.2667,Guest Hotel
560,Shimoda,JP,64.76,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
561,Sawtell,AU,70.18,broken clouds,-30.3833,153.1,The Bungalow Sawtell
562,Galveston,US,53.71,overcast clouds,29.3669,-94.9669,Crystal Suites
563,Salaya,IN,78.37,clear sky,22.3167,69.6,Sumbhaniya suni Mualim Jamat
564,Reitz,ZA,58.35,clear sky,-27.8014,28.4273,The Lillies Guesthouse
565,Vilhena,BR,73.56,overcast clouds,-12.7406,-60.1458,Hotel Mirage
566,Lawton,US,44.42,broken clouds,34.6087,-98.3903,Holiday Inn Express & Suites Lawton-Fort Sill
567,Greenville,US,35.13,clear sky,35.6127,-77.3663,"Holiday Inn Express Greenville, an IHG Hotel"
568,Saint-Joseph,RE,73.78,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
569,Lagoa,PT,60.35,scattered clouds,39.05,-27.9833,Casa Das Faias
571,Miguel Auza,MX,50.5,clear sky,24.2933,-103.4503,Hotel Del Centro
572,Ritchie,ZA,56.41,clear sky,-29.038,24.6028,Riverside Country Club Modderrivier
573,Tagusao,PH,82.2,moderate rain,9.1924,117.8141,Caycay future beach resort
574,Eldorado,BR,67.08,clear sky,-23.7869,-54.2836,Villa Verde Hotel
575,Tadine,NC,79.5,overcast clouds,-21.55,167.8833,
576,Jiujiang,CN,65.28,broken clouds,29.7333,115.9833,Tianhai Fashion Theme Hotel
577,Mocuba,MZ,72.12,clear sky,-16.8392,36.9856,Phama Lodge
578,Denpasar,ID,80.26,broken clouds,-8.65,115.2167,OYO 3156 Hotel Warta Dua
579,Lundazi,ZM,65.17,clear sky,-12.2929,33.1782,Knox Lodge
580,Terracina,IT,65.93,few clouds,41.2863,13.2217,Grand Hotel Palace
581,Yarmouth,US,40.01,clear sky,41.7057,-70.2286,Blue Rock Resort
582,Mahanoro,MG,73.13,light rain,-19.9,48.8,BUNGALOW MAHAMANINA
583,Umea,SE,28.33,overcast clouds,63.8284,20.2597,Hotel Avenue | ProfilHotels
584,Mingguang,CN,58.84,overcast clouds,32.7802,117.9638,Yonghao Hotel
585,Bama,NG,67.33,scattered clouds,11.5221,13.6856,UN Humanitarian Hub
586,Hirara,JP,80.87,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
587,Sokolo,ML,74.91,broken clouds,14.7328,-6.1219,
589,Thouars,FR,44.2,clear sky,46.976,-0.2151,Contact-Hotel-du-Relais Thouars
590,Batticaloa,LK,76.21,overcast clouds,7.7102,81.6924,Treatooo Hotel
591,Ejura,GH,71.02,few clouds,7.3856,-1.3562,Samfrimps lodge
592,Savannah Bight,HN,82.08,light rain,16.45,-85.85,Villa on Dunbar Rock
593,Aktau,KZ,34.38,clear sky,43.65,51.2,Silk Way Hotel
594,Palu,ID,89.64,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
595,Kuytun,RU,18.39,scattered clouds,54.3419,101.5036,Gostinitsa Tsentral'naya
596,Yumen,CN,38.59,clear sky,40.2833,97.2,
597,Kailua,US,82.38,broken clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
598,Bereda,ES,47.41,broken clouds,43.2686,-7.5406,Pazo de Verdes
599,Empalme,MX,66.92,clear sky,27.9667,-110.8167,Casa de la mary
600,Elat,IL,58.84,haze,29.5581,34.9482,Club Hotel Eilat
601,Nantucket,US,41.14,few clouds,41.2835,-70.0995,Jared Coffin House
602,Xinqing,CN,31.57,overcast clouds,48.2333,129.5,
603,Sabzevar,IR,49.28,mist,36.2126,57.6819,پزشکی قانونی سبزوار
604,Lufilufi,WS,82.18,light rain,-13.8745,-171.5986,Leuaina Beach Resort
605,Acapulco,MX,80.42,few clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
606,San Cristobal,VE,69.98,overcast clouds,7.7669,-72.225,Pirineos
607,Hilantagaan,PH,80.4,moderate rain,11.1943,123.8131,Anika Island Resort
608,Mayo,US,39.15,clear sky,38.8876,-76.5119,Resorts Resource Group International
609,Ust-Tsilma,RU,24.15,overcast clouds,65.441,52.1498,U Praskov'i
610,Hoquiam,US,47.01,clear sky,46.9809,-123.8893,Econo Lodge Inn & Suites
611,Buraydah,SA,64.85,overcast clouds,26.326,43.975,Mövenpick Qassim
612,Havre,FR,49.77,heavy intensity rain,49.5833,0.3333,gite bois jourdain
613,Oistins,BB,80.69,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
614,Kalabo,ZM,70.45,clear sky,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
615,Katiola,CI,74.03,clear sky,8.1333,-5.1,Auberge Residence Yebin
616,Moussoro,TD,71.62,clear sky,13.6408,16.4901,Pharmacie alnadja Moussoro
617,Praia Da Vitoria,PT,55.65,scattered clouds,38.7333,-27.0667,Hotel Branco I
618,Buala,SB,83.62,light rain,-8.145,159.5921,Maringe Lagoon Lodge
619,Caravelas,BR,72.46,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
620,Ludvika,SE,31.8,overcast clouds,60.1496,15.1878,Ludvika Stadshotell
621,West Wendover,US,29.41,clear sky,40.7391,-114.0733,"Motel 6 Wendover, UT"
622,Amos,CA,16.68,light snow,48.5669,-78.1162,Amosphère Resort
623,Ulaangom,MN,21.42,overcast clouds,49.9811,92.0667,Achit Nuur Hotel & Restaurant
624,Caceres,ES,52.05,broken clouds,39.522,-6.3748,Ahc Hoteles
625,Tornio,FI,23.02,few clouds,65.8481,24.1466,Park Hotel Tornio
626,Girau Do Ponciano,BR,70.05,clear sky,-9.8842,-36.8289,
627,Jalu,LY,62.94,clear sky,29.0331,21.5482,صاحبة الفخامة
628,Port Hueneme,US,61.92,clear sky,34.1478,-119.1951,Hampton Inn Channel Islands Harbor
629,Sobolevo,RU,21.51,overcast clouds,54.4299,31.8996,
630,Dedovichi,RU,23.45,overcast clouds,57.5517,29.9502,"The hotel complex ""Rus"""
631,Dhidhdhoo,MV,82.08,few clouds,6.8833,73.1,Dhidhoo beach
632,Sambava,MG,73.13,light rain,-14.2667,50.1667,Melrose
633,Tutoia,BR,79.32,overcast clouds,-2.7619,-42.2744,Pousada Guará's
634,Edd,ER,81.77,clear sky,13.9297,41.6925,
635,Kokopo,PG,85.86,overcast clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
636,Kaeo,NZ,72.32,clear sky,-35.1,173.7833,Bushido Lodge
637,Gemena,CD,68.34,overcast clouds,3.25,19.7667,Hôtel Goshen
638,Sri Aman,MY,82.45,few clouds,1.2376,111.4621,Seri Simanggang Hotel
639,Ranot,TH,78.73,light rain,7.7777,100.3213,Pakbanglake resort ปากบางเลค รีสอร์ท
640,Tessalit,ML,67.1,overcast clouds,20.1986,1.0114,
641,Begles,FR,48.69,scattered clouds,44.8084,-0.5481,Clos des Boulevards
642,Qasigiannguit,GL,21.45,overcast clouds,68.8193,-51.1922,Almost HOME
644,Belmonte,BR,73.76,light rain,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
645,Mosquera,CO,55.49,moderate rain,4.7059,-74.2302,Hotel SJ
646,Pervomayskiy,RU,26.29,overcast clouds,53.2485,40.2871,
647,Tocopilla,CL,63.91,clear sky,-22.092,-70.1979,Hotel Galvarino
649,Abu Samrah,SY,56.34,clear sky,35.3029,37.1841,
650,Khorramshahr,IR,66.15,mist,30.4397,48.1664,دفتر نمایندگی شرکت بازاریابان ایرانیان زمینBIZ
651,Ozuluama,MX,52.12,overcast clouds,21.6667,-97.85,Hotel Posada De La Roma
652,Adrano,IT,59.58,few clouds,37.6618,14.8348,B&B Patty's House
653,Pakxan,LA,85.53,clear sky,18.3778,103.6601,Kong Kham Pheng Guesthouse
654,Chillan,CL,59.32,clear sky,-36.6066,-72.1034,Hotel Alicante
655,Auki,SB,81.99,overcast clouds,-8.7676,160.7034,Auki Motel
657,Apatou,GF,72.61,broken clouds,5.155,-54.3472,Yoto quensha
658,Orchard Homes,US,14.14,clear sky,46.8633,-114.0484,Broadway Inn
659,Walcz,PL,29.12,clear sky,53.2779,16.4712,Businesshotels.pl
660,Te Anau,NZ,61.02,light rain,-45.4167,167.7167,Kingsgate Hotel Te Anau
661,Pontianak,ID,84.18,scattered clouds,-0.0333,109.3333,ASTON Pontianak Hotel & Convention Center
662,Cabinda,AO,75.43,overcast clouds,-5.55,12.2,Hotel Maiombe
663,Luanda,AO,77.0,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
664,Qaqortoq,GL,18.39,light snow,60.7167,-46.0333,Siniffik Inn
665,Teavaro,PF,81.88,broken clouds,-17.5,-149.7667,SOFITEL Kia Ora Moorea Beach Resort
666,Kattivakkam,IN,78.89,overcast clouds,13.2167,80.3167,Euronova Freezer
667,Havoysund,NO,35.83,scattered clouds,70.9963,24.6622,Arctic View Glamping & Restaurant
668,Wattegama,LK,75.58,overcast clouds,6.7989,81.4808,
669,Sibsagar,IN,67.12,clear sky,26.9833,94.6333,Hotel Brahmaputra
670,Gondanglegi,ID,82.96,overcast clouds,-7.7479,112.0132,pondok pesantren mamba'ul 'ulum selo rejo
671,Hargeysa,SO,57.72,few clouds,9.56,44.065,City Center Hotel
672,Sorong,ID,84.09,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
673,Cherepovets,RU,13.82,broken clouds,59.1333,37.9,"Hotel ""Visit"""
674,Port Hedland,AU,84.25,clear sky,-20.3167,118.5667,The Esplanade Hotel
675,Avera,US,36.91,clear sky,33.194,-82.5271,
677,Sao Joao Da Barra,BR,67.82,few clouds,-21.6403,-41.0511,Pousada Porto De Canoas
678,Greencastle,US,33.66,snow,39.6445,-86.8647,College Inn
679,Roald,NO,50.14,scattered clouds,62.5833,6.1333,Flyplasservice AS
680,Kibala,TD,66.15,clear sky,9.1104,18.3463,Prasant Hotels
681,Camalu,MX,61.07,overcast clouds,30.85,-116.0667,La Cueva del Pirata
682,Kapoeta,SS,75.47,light rain,4.7717,33.5903,Lokoges PHCC
684,Bozoum,CF,67.03,overcast clouds,6.3193,16.3799,
685,Malanje,AO,61.09,overcast clouds,-9.5402,16.341,Hotel Ginga
688,Ilebo,CD,68.02,broken clouds,-4.3167,20.5833,Ilebo
689,Sault Sainte Marie,CA,25.09,overcast clouds,46.5168,-84.3333,Comfort Inn
690,Morondava,MG,77.32,clear sky,-20.2833,44.2833,La Case Bambou
691,Bodo,NO,41.04,few clouds,67.28,14.405,Clarion Collection Hotel Grand Bodø
693,Christchurch,NZ,61.32,mist,-43.5333,172.6333,The George
694,Oga,IT,36.14,overcast clouds,46.4631,10.347,QC Terme Bagni di Bormio Bagni Nuovi
695,Avram Iancu,RO,39.45,overcast clouds,46.3833,22.7833,Pension Găina
696,Kavaratti,IN,82.49,clear sky,10.5669,72.642,Poddar Sworone
697,Teodoro Sampaio,BR,67.37,clear sky,-22.5325,-52.1675,Hotel do Senhor
